"Age","Sex","MSOL","HOUSE","TSOL","NlnAscaris_EPG","NlnTrich_EPG","NlnIgE","NlnCRP","NlnIL6","D1_Cockroach","D2_Worm","D3_Toothless","D4_SickChicha","D5_Barefoot","D6_Vomit","D7_blood","D8_Cough","D9_Dog","D10_Water","D11_Bathless","D12_badbeef","D13_Rawfish","D14_Rawchicken","D15_Rawbeef","D16_Spider","D17_handwash","D18_rat","D19_deadanimal"
1,0.00219646323557141,-0.182864802930937,-0.0277406622813033,-0.0511664057856636,-0.0492386899445807,-0.271652972281235,0.0448240700256033,0.181389653123386,0.313136133816534,0.0320586148226821,-0.0746671874800494,-0.0788741100462208,-0.131932208428477,-0.102883133568067,-0.100277979425997,-0.201143516587578,0.0575365938610327,-0.1938301510588,-0.155404591639495,0.0404652198487758,-0.00653247125208829,-0.0390655505082356,0.00452753520565554,0.035809130862406,-0.115899071850419,-0.17686327031845,0.0649715041196432,0.0497182483520548
0.00219646323557141,1,-0.149434943612769,-0.0869837038506249,0.0673193413739364,0.193075561819318,0.054337092940167,0.298590988393076,-0.162730198737882,-0.0388879286399399,-0.114610940412347,0.0539306407689482,-0.119310292051659,-0.123839325697493,-0.043706016472277,-0.119116992304097,0.0741803331334489,-0.0929830123776233,-0.0299086826762386,-0.0626056517348478,-0.0213784245343819,0.0489538377590192,0.00259346007040933,-0.00288502869344873,-0.0939986119100577,-0.221192275912354,-0.164395206972647,-0.283972751551098,-0.0599920015996445
-0.182864802930937,-0.149434943612769,1,0.547190926579232,0.0892922601908261,-0.421467406096774,0.00398533046965496,-0.245510349660131,-0.2141410934535,-0.162561349663068,0.379297393707016,0.351877169400272,0.293674826158897,0.426748433365555,0.386660918497117,0.392836049586034,0.0175219820452924,0.243948908809598,0.148446042217196,0.321316716157696,0.02069585745689,0.355586321615393,0.249420737386874,0.388091496150253,0.381518397482995,0.128091431705582,0.246397372876975,0.33631756558554,0.285251166949871
-0.0277406622813033,-0.0869837038506249,0.547190926579232,1,-0.236302008019871,-0.324986947773326,-0.0791158021694,-0.348959724645068,-0.123370183978972,-0.0762502136008484,0.481499395518441,0.401842149360757,0.270442673595643,0.436553302607507,0.419475938589603,0.373819990889678,0.213858863358017,0.338858454629079,0.206871526152766,0.369723673454113,-0.0789973062938639,0.184866800277746,0.227515434230493,0.28687415057103,0.406227829057283,0.190690342885872,0.16964048195173,0.39844251467469,0.360107937761616
-0.0511664057856636,0.0673193413739364,0.0892922601908261,-0.236302008019871,1,0.218062770141744,0.106323265293446,0.127807450646402,-0.206505275325377,-0.0186983899946189,-0.112400178215647,-0.240054552415979,-0.133794194455889,-0.261633208783532,-0.306099195927456,0.0324676872576728,0.0684861186524525,-0.122296945162763,-0.0381297656933341,-0.0740768181889238,-0.0457966435887175,0.0556739137212068,0.00489846550410808,0.079881291145527,-0.00977189304877751,-0.0867564619121077,-0.0788131568968033,0.0576086685769614,-0.0588347992162934
-0.0492386899445807,0.193075561819318,-0.421467406096774,-0.324986947773326,0.218062770141744,1,0.211884359162825,0.534067420169526,-0.388751105165241,0.0040371998643521,-0.225257656392325,-0.245062890932002,-0.185455906769889,-0.298159101201173,-0.25621557309766,-0.23791864072315,0.0390153858304014,-0.261479899636186,0.0524143142164497,-0.158833410109008,0.0121227054877834,-0.140208397894691,0.0348067248408321,0.00508579586974406,-0.145427879117674,0.100388633468986,0.138224309393116,-0.143495507593473,-0.157075628872422
-0.271652972281235,0.054337092940167,0.00398533046965496,-0.0791158021694,0.106323265293446,0.211884359162825,1,0.123308798971176,-0.173984342003486,-0.00916011957200704,0.0407177677440142,0.0357742972181327,0.147451482541434,0.00845179153571398,-0.000675985340713288,0.0235108159990161,0.136126435691317,0.0318733985529725,0.195354065471357,0.139682258090916,-0.0856235733259249,0.192185294189011,0.225553236838523,0.1812578018133,0.191547497297774,0.0611359419434042,0.218388399479126,0.0852189269322848,-0.0770267183963275
0.0448240700256033,0.298590988393076,-0.245510349660131,-0.348959724645068,0.127807450646402,0.534067420169526,0.123308798971176,1,-0.101164728002365,0.129695282373602,-0.326386882755789,-0.289699279266287,-0.345975811603118,-0.463178771513905,-0.445749262939767,-0.451861879683659,-0.067825174610374,-0.480830269198908,-0.194298074009523,-0.232270058925176,-0.193801793034682,-0.101818577931914,0.0458857948375559,0.0196795703043363,-0.220792982469256,0.0258242125165266,-0.0793724254553881,-0.131584851086185,-0.310407353372205
0.181389653123386,-0.162730198737882,-0.2141410934535,-0.123370183978972,-0.206505275325377,-0.388751105165241,-0.173984342003486,-0.101164728002365,1,0.177114737615723,-0.19824293086586,-0.0181812894107728,-0.125518933850502,-0.0108289088867186,-0.105553801359633,-0.227108185377094,-0.0370705545376493,-0.0473864434377011,-0.302716528784447,-0.216718714553513,-0.0358568347159539,-0.148710711879485,-0.176225557247413,-0.121631990444541,-0.189686513065614,-0.0512801899328154,-0.181574119403126,0.030322093747524,-0.0174514332367523
0.313136133816534,-0.0388879286399399,-0.162561349663068,-0.0762502136008484,-0.0186983899946189,0.0040371998643521,-0.00916011957200704,0.129695282373602,0.177114737615723,1,-0.32537230477251,-0.299137492665552,-0.233315459509075,-0.126479825474895,-0.138641158159711,-0.254986659747698,-0.0533377408154675,-0.0345339400550554,-0.275376284880043,-0.179376981910274,-0.140090858176764,-0.180658715012029,-0.229143147718302,-0.150545968586545,-0.308533254068716,0.224084176880615,-0.162102022532428,-0.0268333249731755,-0.107434261110381
0.0320586148226821,-0.114610940412347,0.379297393707016,0.481499395518441,-0.112400178215647,-0.225257656392325,0.0407177677440142,-0.326386882755789,-0.19824293086586,-0.32537230477251,1,0.553546601465456,0.325638491913152,0.337027052703842,0.391205060858673,0.39115365104327,0.220187871609059,0.296553907785331,0.178810759542453,0.339340867266597,0.257996071114834,0.178219947156121,0.12857508869242,0.166445857525371,0.339569527297957,-0.0329793406626739,0.243215691149994,0.437137012128009,0.259609575320789
-0.0746671874800494,0.0539306407689482,0.351877169400272,0.401842149360757,-0.240054552415979,-0.245062890932002,0.0357742972181327,-0.289699279266287,-0.0181812894107728,-0.299137492665552,0.553546601465456,1,0.411580185828471,0.516183812116745,0.597980183120583,0.393353957355979,0.26530514170137,0.346609543768171,0.309172409567089,0.426199019322661,0.37570151856704,0.155925915561838,0.0693740138493049,0.191555297467138,0.371202838165768,-0.0126970051971142,0.102307900057865,0.230765602304132,0.317609129068045
-0.0788741100462208,-0.119310292051659,0.293674826158897,0.270442673595643,-0.133794194455889,-0.185455906769889,0.147451482541434,-0.345975811603118,-0.125518933850502,-0.233315459509075,0.325638491913152,0.411580185828471,1,0.668802820252309,0.603883008620143,0.635185650305921,0.296474418538879,0.466278048725008,0.422667661900023,0.434625063308468,0.337027954986286,0.182336678752016,0.139695159710285,0.210664273649411,0.346398671433665,0.155308093262868,0.268046638787981,0.264740757186063,0.439022247152181
-0.131932208428477,-0.123839325697493,0.426748433365555,0.436553302607507,-0.261633208783532,-0.298159101201173,0.00845179153571398,-0.463178771513905,-0.0108289088867186,-0.126479825474895,0.337027052703842,0.516183812116745,0.668802820252309,1,0.624081221966009,0.57688319986809,0.353345110839426,0.59245141711062,0.396110183408881,0.512499207476372,0.375037703262034,0.220204094484349,0.22053981102916,0.303031478578513,0.33305628299712,0.335815389719115,0.33779901362832,0.314814620679223,0.44754103438937
-0.102883133568067,-0.043706016472277,0.386660918497117,0.419475938589603,-0.306099195927456,-0.25621557309766,-0.000675985340713288,-0.445749262939767,-0.105553801359633,-0.138641158159711,0.391205060858673,0.597980183120583,0.603883008620143,0.624081221966009,1,0.641966925778421,0.262468218506727,0.456834914009273,0.406032408751743,0.451528811993714,0.408594117875553,0.224757620249206,0.245323684639423,0.331947652461229,0.381781071891352,0.292209326152633,0.250483954601442,0.346827597371548,0.445532357175532
-0.100277979425997,-0.119116992304097,0.392836049586034,0.373819990889678,0.0324676872576728,-0.23791864072315,0.0235108159990161,-0.451861879683659,-0.227108185377094,-0.254986659747698,0.39115365104327,0.393353957355979,0.635185650305921,0.57688319986809,0.641966925778421,1,0.213084132923932,0.493446521874597,0.46679606704835,0.405811154122974,0.326785408706966,0.301610977425935,0.299488903715994,0.344780632844112,0.359342840459474,0.142769282801325,0.217960073466689,0.402265447655795,0.456482084828257
-0.201143516587578,0.0741803331334489,0.0175219820452924,0.213858863358017,0.0684861186524525,0.0390153858304014,0.136126435691317,-0.067825174610374,-0.0370705545376493,-0.0533377408154675,0.220187871609059,0.26530514170137,0.296474418538879,0.353345110839426,0.262468218506727,0.213084132923932,1,0.356703784791801,0.317108316840088,0.459185184118225,0.224143404105237,0.0512134498668118,-0.0049824951348623,-0.0406460999145837,0.0378819541392995,0.485743366295928,0.224503257931296,0.411845704217308,0.235312776357099
0.0575365938610327,-0.0929830123776233,0.243948908809598,0.338858454629079,-0.122296945162763,-0.261479899636186,0.0318733985529725,-0.480830269198908,-0.0473864434377011,-0.0345339400550554,0.296553907785331,0.346609543768171,0.466278048725008,0.59245141711062,0.456834914009273,0.493446521874597,0.356703784791801,1,0.370918115724007,0.460269846505509,0.44742483713045,0.289130823420081,0.167610364216061,0.148062643750263,0.274636543627589,0.358900265013095,0.236657038683496,0.24034806978574,0.464926483463801
-0.1938301510588,-0.0299086826762386,0.148446042217196,0.206871526152766,-0.0381297656933341,0.0524143142164497,0.195354065471357,-0.194298074009523,-0.302716528784447,-0.275376284880043,0.178810759542453,0.309172409567089,0.422667661900023,0.396110183408881,0.406032408751743,0.46679606704835,0.317108316840088,0.370918115724007,1,0.429207718358404,0.346942950276349,0.150279103996013,0.258542742691684,0.168255583760787,0.331277288008585,0.228140974581747,0.201283673126105,0.307893956048475,0.240215785696204
-0.155404591639495,-0.0626056517348478,0.321316716157696,0.369723673454113,-0.0740768181889238,-0.158833410109008,0.139682258090916,-0.232270058925176,-0.216718714553513,-0.179376981910274,0.339340867266597,0.426199019322661,0.434625063308468,0.512499207476372,0.451528811993714,0.405811154122974,0.459185184118225,0.460269846505509,0.429207718358404,1,0.249846722206782,0.277801151380655,0.297147111586088,0.254973284482726,0.362665395396537,0.296272170759239,0.403663624127005,0.505278768818761,0.40157522809555
0.0404652198487758,-0.0213784245343819,0.02069585745689,-0.0789973062938639,-0.0457966435887175,0.0121227054877834,-0.0856235733259249,-0.193801793034682,-0.0358568347159539,-0.140090858176764,0.257996071114834,0.37570151856704,0.337027954986286,0.375037703262034,0.408594117875553,0.326785408706966,0.224143404105237,0.44742483713045,0.346942950276349,0.249846722206782,1,0.141805810223154,0.110800501769681,0.0793765188863148,0.139853342222184,0.198605291973656,0.186040360733279,0.2912462398553,0.297495802925917
-0.00653247125208829,0.0489538377590192,0.355586321615393,0.184866800277746,0.0556739137212068,-0.140208397894691,0.192185294189011,-0.101818577931914,-0.148710711879485,-0.180658715012029,0.178219947156121,0.155925915561838,0.182336678752016,0.220204094484349,0.224757620249206,0.301610977425935,0.0512134498668118,0.289130823420081,0.150279103996013,0.277801151380655,0.141805810223154,1,0.52287856076634,0.582315377045084,0.572452712011845,0.132106335019084,0.306579744519406,0.243802972226014,0.450010403549009
-0.0390655505082356,0.00259346007040933,0.249420737386874,0.227515434230493,0.00489846550410808,0.0348067248408321,0.225553236838523,0.0458857948375559,-0.176225557247413,-0.229143147718302,0.12857508869242,0.0693740138493049,0.139695159710285,0.22053981102916,0.245323684639423,0.299488903715994,-0.0049824951348623,0.167610364216061,0.258542742691684,0.297147111586088,0.110800501769681,0.52287856076634,1,0.83759883775629,0.769664892964175,0.136007543165548,0.315538438624687,0.366986501838178,0.484864842062314
0.00452753520565554,-0.00288502869344873,0.388091496150253,0.28687415057103,0.079881291145527,0.00508579586974406,0.1812578018133,0.0196795703043363,-0.121631990444541,-0.150545968586545,0.166445857525371,0.191555297467138,0.210664273649411,0.303031478578513,0.331947652461229,0.344780632844112,-0.0406460999145837,0.148062643750263,0.168255583760787,0.254973284482726,0.0793765188863148,0.582315377045084,0.83759883775629,1,0.77806841279914,0.122212600603664,0.29766111095508,0.376366120153472,0.455998357927754
0.035809130862406,-0.0939986119100577,0.381518397482995,0.406227829057283,-0.00977189304877751,-0.145427879117674,0.191547497297774,-0.220792982469256,-0.189686513065614,-0.308533254068716,0.339569527297957,0.371202838165768,0.346398671433665,0.33305628299712,0.381781071891352,0.359342840459474,0.0378819541392995,0.274636543627589,0.331277288008585,0.362665395396537,0.139853342222184,0.572452712011845,0.769664892964175,0.77806841279914,1,0.0611206251141105,0.292619630090073,0.388211818201371,0.586418456934945
-0.115899071850419,-0.221192275912354,0.128091431705582,0.190690342885872,-0.0867564619121077,0.100388633468986,0.0611359419434042,0.0258242125165266,-0.0512801899328154,0.224084176880615,-0.0329793406626739,-0.0126970051971142,0.155308093262868,0.335815389719115,0.292209326152633,0.142769282801325,0.485743366295928,0.358900265013095,0.228140974581747,0.296272170759239,0.198605291973656,0.132106335019084,0.136007543165548,0.122212600603664,0.0611206251141105,1,0.326693986339273,0.383932177560771,0.252467290784631
-0.17686327031845,-0.164395206972647,0.246397372876975,0.16964048195173,-0.0788131568968033,0.138224309393116,0.218388399479126,-0.0793724254553881,-0.181574119403126,-0.162102022532428,0.243215691149994,0.102307900057865,0.268046638787981,0.33779901362832,0.250483954601442,0.217960073466689,0.224503257931296,0.236657038683496,0.201283673126105,0.403663624127005,0.186040360733279,0.306579744519406,0.315538438624687,0.29766111095508,0.292619630090073,0.326693986339273,1,0.447143886202425,0.436740355357428
0.0649715041196432,-0.283972751551098,0.33631756558554,0.39844251467469,0.0576086685769614,-0.143495507593473,0.0852189269322848,-0.131584851086185,0.030322093747524,-0.0268333249731755,0.437137012128009,0.230765602304132,0.264740757186063,0.314814620679223,0.346827597371548,0.402265447655795,0.411845704217308,0.24034806978574,0.307893956048475,0.505278768818761,0.2912462398553,0.243802972226014,0.366986501838178,0.376366120153472,0.388211818201371,0.383932177560771,0.447143886202425,1,0.409918919215916
0.0497182483520548,-0.0599920015996445,0.285251166949871,0.360107937761616,-0.0588347992162934,-0.157075628872422,-0.0770267183963275,-0.310407353372205,-0.0174514332367523,-0.107434261110381,0.259609575320789,0.317609129068045,0.439022247152181,0.44754103438937,0.445532357175532,0.456482084828257,0.235312776357099,0.464926483463801,0.240215785696204,0.40157522809555,0.297495802925917,0.450010403549009,0.484864842062314,0.455998357927754,0.586418456934945,0.252467290784631,0.436740355357428,0.409918919215916,1
